"company_id","created_at","easybill_customer_id","external_id","updated_at"
"b6cca0a0-3959-491d-bdea-50f0a0da9733","2025-04-07T17:51:06.432Z","2312603138","40038","2025-04-07T17:51:06.432Z"
"3f8a6d97-8988-40be-933d-1c55c2694a58","2025-04-04T14:14:13.373Z","2310029009","40026","2025-04-07T17:51:06.210Z"
"0be123a0-1270-49ff-ba3c-1aab3a3ee5da","2025-04-04T14:14:12.531Z","2333390439","40069","2025-04-04T14:14:12.531Z"
"97f256d8-b14d-412b-a2dd-aba7dd2debd3","2025-04-04T14:14:12.431Z","2333390496","40088","2025-04-04T14:14:12.431Z"
"3c7b69b6-a9e2-48a7-a318-8b09d484524a","2025-04-04T14:14:12.592Z","2312603132","40036","2025-04-04T14:14:12.592Z"
"cb968144-9cac-4434-b1ea-bb59f4ccc761","2025-04-04T14:14:12.491Z","2333390388","40052","2025-04-04T14:14:12.491Z"
"c30e742a-7889-4034-8d1c-c42670acb94a","2025-04-07T08:15:53.137Z","2333390499","40090","2025-04-07T08:15:53.137Z"
"f9ea4e2d-069e-488a-807d-ea72efe9e9bb","2025-04-04T14:14:12.273Z","2312603120","40032","2025-04-04T14:14:12.273Z"
"86c0c2df-3b94-4361-88d4-0ad0a10568c2","2025-04-04T14:14:13.532Z","2333390409","40059","2025-04-04T14:14:13.532Z"
"56883ea4-9736-49a9-8d83-d14f95b445e6","2025-04-04T14:14:12.113Z","2310028976","40016","2025-04-07T17:51:07.071Z"
