"company_id","created_at","easybill_customer_id","external_id","updated_at"
"aa1b391d-4b56-4aef-b699-6a85c4957f44","2025-04-04T14:14:12.393Z","2310028943","40005","2025-04-04T14:14:12.393Z"
"db242a3a-9370-4742-888e-dd0ac5f7b156","2025-04-07T17:51:06.370Z","2312603153","40043","2025-04-07T17:51:06.370Z"
"9c69dcf1-2338-47ab-96c7-c08d2ced91cc","2025-04-07T17:51:06.930Z","2312603108","40028","2025-04-07T17:51:06.930Z"
"3ee42f3e-2770-4c4a-a175-ef72f611c1cb","2025-04-04T14:14:12.593Z","2333390382","40050","2025-04-04T14:14:12.593Z"
"b070a9d3-4937-4a68-b4ae-f6ee5a62bfa4","2025-04-04T14:14:13.432Z","2333390394","40054","2025-04-04T14:14:13.432Z"
"629d5e5c-df87-48dc-af1c-b05f2d5bf763","2025-04-07T17:20:53.372Z","2333390439","40070","2025-04-07T17:23:32.111Z"
"b343384a-3e64-43cf-8b83-88f863a38ffd","2025-04-04T14:14:13.251Z","2333390430","40066","2025-04-04T14:14:13.251Z"
"20facaf1-596e-47f3-bd12-adabbfabbcb9","2025-04-04T14:14:12.493Z","2312603141","40039","2025-04-07T17:51:06.490Z"
"0b756a44-75a3-406e-87e3-90b94197ccbf","2025-04-04T14:14:13.312Z","2310028931","40001","2025-04-07T17:51:05.969Z"
"a0319d97-0ad2-4710-8d01-318e76f1b5a4","2025-04-07T17:51:06.032Z","2310028958","40010","2025-04-07T17:51:06.032Z"
