"company_id","created_at","easybill_customer_id","external_id","updated_at"
"59b90eab-e154-49de-9737-32c9b7fab60a","2025-04-07T17:51:06.530Z","2312603147","40041","2025-04-07T17:51:06.530Z"
"24f18d76-4b83-489d-a6c4-797b50e1e94e","2025-04-04T14:14:11.253Z","2312603111","40029","2025-04-07T17:51:06.372Z"
"fdf8fd8b-041e-440f-8c4c-c7db6fdd5535","2025-04-04T14:14:13.193Z","2312603156","40044","2025-04-04T14:14:13.193Z"
"0a2c4231-0e1c-4174-984c-8934c48b12cd","2025-04-04T14:14:12.332Z","2312603159","40045","2025-04-07T17:51:06.532Z"
"30e29fb4-a16b-4290-9e94-cc75a7ef20ab","2025-04-04T14:14:13.372Z","2310028961","40011","2025-04-07T17:51:06.092Z"
"ea3785a0-25f8-4307-9290-cd7fb34b0927","2025-04-04T14:14:13.773Z","2333390421","40063","2025-04-04T14:14:13.773Z"
"c948309b-49db-4df0-a01e-c694f7948f6f","2025-04-07T17:51:06.590Z","2312603162","40046","2025-04-07T17:51:06.590Z"
"7a78b2f4-2866-4472-b183-d83e1afdc6f7","2025-04-04T14:14:12.053Z","2312603135","40037","2025-04-07T17:51:06.430Z"
"b212f4a2-e407-431a-b57a-c836c200dc29","2025-04-04T14:14:11.251Z","2312603123","40033","2025-04-07T17:51:06.872Z"
"e0c4b540-06f5-4284-aac2-62f498ac1e48","2025-04-04T14:14:13.253Z","2333390484","40084","2025-04-04T14:14:13.253Z"
