"company_id","created_at","easybill_customer_id","external_id","updated_at"
"10abc698-6145-4843-bdbf-81266e4f8fe1","2025-04-04T14:14:13.252Z","2333390454","40074","2025-04-04T14:14:13.252Z"
"6f0aeca9-8f42-4fe1-a79e-e9280fb21c86","2025-04-04T14:14:12.232Z","2310028937","40003","2025-04-07T17:51:05.972Z"
"a1846cb6-f009-4253-9754-bb238c53ff9b","2025-04-04T14:14:12.532Z","2312603162","40046","2025-04-04T14:14:12.532Z"
"ebc60eca-be00-4a81-8519-d71321385a9d","2025-04-07T17:51:06.989Z","2310029009","40026","2025-04-07T17:51:06.989Z"
"50eae08c-b54b-4b3b-a20b-e8f2947c12d0","2025-04-04T14:14:12.171Z","2313195299","40048","2025-04-07T17:51:06.649Z"
"7de666ea-fc58-482e-a924-b86e1e4cfa27","2025-04-07T17:51:06.310Z","2310028976","40016","2025-04-07T17:51:06.310Z"
"9b09722e-994c-4d48-9927-d84c0695666a","2025-04-04T14:14:12.051Z","2312603147","40041","2025-04-04T14:14:12.051Z"
"7508828b-bf54-41b0-95a2-8318563bd8a5","2025-04-04T14:14:13.830Z","2333390391","40053","2025-04-04T14:14:13.830Z"
"552af0d9-2de0-4bf4-8ee1-8f3b418e03ed","2025-04-04T14:14:13.533Z","2333390445","40071","2025-04-04T14:14:13.533Z"
"42b3f91d-f471-4325-81fb-c7be27a9f193","2025-04-04T14:14:12.112Z","2310028949","40007","2025-04-07T17:51:06.252Z"
